CP1,CP2,CP3
-1.4720879649874499,0.684338478059868,-0.9181211732765939
0.7348209717589533,0.2949591288026272,1.6280050585610288
1.5707920277195457,0.5956577940424407,0.4031688761791025
1.3985327871696298,-2.7071152663353164,-1.0349641262931788
-0.06344815686384066,0.14182170026240898,-0.01059607060205681
-1.9283490009339912,-0.2608724275453784,1.5534071702153038
-1.2323453920524094,0.5828849270289178,-0.13430757806680318
-0.6384532981616385,0.6515998743116155,-0.2497655202633251
1.175867744513897,0.3773289597902053,0.7441337103778032
2.339961277423222,0.924218594651534,0.1317393589488565
-0.366879537651598,0.7128891486035718,-1.0915381176667922
1.5918475188562256,1.0555777116916032,-1.3150784146940766
0.4285373283999501,0.08107852391643247,1.4343564053058067
0.6560269916175238,0.33899859663994414,1.5979317116939957
0.3924862692621266,1.0735566562416508,-1.0957124314927418
-0.0392642307554031,0.8153369805384332,-0.2793145521944784
-2.193217662794884,-0.2508654093991155,0.2649959144803545
-0.7341335096462059,0.5150828174741934,-0.9533784036645256
0.8903020001734018,1.0832843115206088,-0.5629752262129556
0.873674187422468,0.6014198748060039,1.0152525227039486
-2.4896081443171347,-0.23065996933023644,0.608745597709482
2.8076844349409904,-2.0198907733471074,-1.0745328312539022
-0.039840073092270986,0.44977288004158145,-0.18153857318591826
0.9113723664184951,-2.891775501154816,-1.8493560247548078
-0.31115346278643424,0.8052440398524643,-0.8950588804854835
-1.1519650214148784,0.7959435802973168,-0.7960071762393491
0.7623809935200182,0.9387189897887563,-0.6700484598947009
0.5602437100931752,0.2812911547908897,1.5653759175493163
-1.4772187004403319,0.16205474938222258,0.5471958541826215
0.9843039634848477,0.5619695737767001,0.28706957916977477
-2.9577156962608036,-0.5307031512399352,-0.3412828960600467
1.357178157145371,1.2799906499222917,-0.9434335046042632
3.1935812014303497,-2.106903806902043,-0.8809656633214004
-0.4766208827521662,0.6597036766740155,-0.15594458911428943
-1.2161187704608274,0.36343874719097236,0.40982319250328303
2.770716265563339,-2.692899587645861,-0.18364017324088333
1.1537107847922659,-1.3301129273252728,0.052691476840511196
-1.5630417678013382,0.7816217767012968,-0.8333582196895011
1.3679840287408829,0.7632875686054761,0.4737599096964222
-1.3738389193276077,0.05431148195024024,0.3993544335173901
2.597142654389833,1.037325423203483,-0.5888300302676873
1.6356643207565118,1.037271816662732,-0.9411769838766213
-2.1619298320310802,0.05426300165908233,0.7051946517643586
1.760538881541676,1.0068844279883342,-0.030774756782546174
-0.1658390191372104,0.8117642999619044,-0.703392013864737
1.5430480906048634,-2.127652746556935,-0.7296707578755615
0.4831377769825323,-1.0822214798311438,0.94972097933808
1.1096918243928027,0.2607561017979318,1.3162097401519635
-0.461203695455474,0.3165858384518302,0.42233566218111296
-1.980853122922612,0.3051059978452768,-0.18421769792273407
1.0034578940971859,0.8076490337299772,0.14852178375229266
1.2345110429481732,0.6380196918486203,-0.3128002599270758
0.9992655110255828,1.3830684293051552,-0.7823504277710849
0.5602147287418938,0.786486994558059,-0.32430554497866787
2.166180256416597,-0.32380238829425545,-1.0985195395657947
1.1466657554487267,-2.5969141918992786,-2.4434410749938666
2.7343069441223964,-2.6607316619188555,0.8962680018439988
1.8062681404227032,0.3857300821491702,1.9099245677355765
2.041509250550259,1.6199691775335132,-1.0033069679203885
0.9184130581033795,0.5849286003217539,0.7269981615088714
-0.3436687860632293,-3.51534159197437,-1.2489201494614195
0.9643573364727266,0.9004536912288671,0.169367613227907
-1.5607114860638898,0.12102450799216466,0.5487386794805174
-0.8271371384339135,0.37262994641137365,-0.02442459362445145
3.5006956631826904,-1.9736856301053523,-1.3076547271477674
0.41342441275685576,0.350834525262438,0.8382646843351318
-1.3875120046241058,0.7285567076673265,-0.928867151972788
1.4502023078575508,0.6579865295799817,-0.14917787872036908
-0.5770155967890943,0.5806858553238695,-0.02141976279353231
-0.2783631763930694,-0.31316532846924977,1.390485715293557
-1.2042451537133338,0.5105162689207191,0.9774718709154443
0.05981803915987375,0.582839054623292,0.195496986597756
-0.7138776717539101,-0.08932932590668521,1.8234233547360372
-0.369804817591609,0.9990898993031746,0.20663366081211856
-1.126919614208979,0.481163415118692,-0.2995327329288203
-0.21978530771861243,0.05063368290867013,1.867887452212711
0.48684963559489847,1.1395440107482977,-1.3138110821437172
2.0462805747561514,0.4472910742813811,-1.3094853750351154
-2.7348067645407603,-0.1745182902238621,-0.8361668288439793
1.9305034086922994,-2.104012731115945,-0.5778290833412539
0.9006667161371794,1.0432416705629688,-0.5872910605931634
3.121767921906287,-2.0431975538908027,-0.40872188976900725
-2.2519650859833202,0.17516587612559684,0.0757240232822161
1.5618177481957742,0.9252542359053759,0.25240626396529503
2.171966779902851,-1.991184079517547,0.037733040162670074
-2.4046584687623453,0.046016817992156386,-0.09075016219146476
2.060924207984799,-1.6717305998590932,-0.0065904435319313935
-2.0864762912948427,0.26457905581532126,0.07473108093348833
-0.16745998463417078,1.2058515613727412,-0.6856530815894754
2.8911263274914503,-2.2958463660147403,-1.0363251770744561
0.3638778865215306,0.6335373411450943,-0.8604243454877717
0.0489461801175491,-1.393788911383265,-0.7172768920134732
2.1174426082228726,0.41584447284626463,-0.20558832333386484
0.9925737886482191,-1.4486702882182978,1.3900567413369955
-1.7699376258623427,-0.295800491265121,0.889865088444606
1.4819445289765674,0.8793505478696092,-0.06475879049618521
-0.5311404126387955,0.02730714293848865,0.4535238432875566
1.5085832853011523,-1.985444081677726,-0.15859779437964125
-0.5598903178270099,-0.5652286134215894,1.4317795239993152
1.2832886904056504,0.16284224696239072,-0.8584457211384742
-2.4712927458625007,0.22403520172316202,-0.9084217120862573
0.5705740030338967,1.0118249966696111,-0.6413448414220733
-1.9399951039651893,0.17102220505884316,-0.4661974149547842
2.498779346592211,-0.4937399760458861,-0.910099776863627
-1.8124426838330814,0.4180139542948996,-0.17713372415069706
-0.13480476641448175,0.7219151399098885,-0.2804720841462201
-1.6407297855964758,-0.4169626667928566,1.942484591351148
-1.9835941996402802,0.457849172341587,-0.7827551823288721
-0.9304079645989233,0.8665875521802042,-1.271960678699738
0.2470375001798669,0.750567565108292,0.6844256298020939
-1.9853279166976725,0.06685285167863803,0.6264270535090931
0.8074910399993791,-1.0923605166013126,0.5204774287780116
-1.0867720898350404,0.2016485681477816,-0.49024002423219665
1.3352540179431405,1.2741646889655247,-0.11303794236432099
0.8363882436135448,0.9092985691858638,-0.6553505387189167
-2.2124182239576142,0.05335389533794911,0.3027911462036683
-0.26741263676795896,-1.4949397581480173,0.3779157077867289
-0.4655695889808278,0.9112924184711579,-0.2831366011489307
-2.0382868589214485,-0.9362677897859952,1.0906470518486353
-0.37734028618634136,0.7026943879946972,-0.8915599239311296
-2.219562520274759,-0.41783908329966196,1.9087420600701617
-1.9794885749357547,0.1995907742185036,-0.17916397324458844
0.46525299284907773,0.07460849098112417,1.8346737648149403
-0.4259011631687749,0.15328367333143883,0.8043886756811686
-1.6381659531417077,-0.6049635287706405,1.932747001106011
0.9524921815764308,-2.7131135829913116,0.14396625745243322
-0.5493125790019464,1.0234892245478557,-1.0237938399992785
0.7511112359631275,-2.131490538233587,-2.34495956784823
-2.196223251354121,0.15229809951198334,-0.439988213096717
-0.23545071201087941,-0.18324460011590699,2.813902066389738
0.6395309671606497,0.4156885570012005,1.0277000064115573
1.4110589843737993,-2.3153214746096817,-1.696586382029021
1.7467427475315918,0.5164215554997353,0.8745067353201669
-3.3091077430940214,-0.9714354895804765,-0.24085073687734723
-1.8086625948274415,0.4916388438919273,-0.18340027361842198
0.2521531866007772,-3.103064778884332,0.9438042074227402
0.8922716372226848,1.034728546818379,-1.087572811856288
0.23633704586255166,-1.5972501954502465,-1.6403714244374226
1.0348204011552067,-0.8010330272144196,1.5417661917663923
0.15460282405250025,0.8761664796365817,0.06471700406559641
1.1319513450228187,0.8295150555610059,-0.2892299444827176
-2.381959564941775,-0.5990638415785144,1.8459638673824037
-2.068040562513511,-0.07853017984063693,-0.14486587366939638
-0.021730606715101457,0.9830562962244872,-0.5712486907748122
1.7850837316964354,0.04381496126474543,2.0780199306629292
